date,open,high,low,close,volume,average,barCount,ticker
2024-04-04,49.09,49.55,48.04,48.11,10605956.0,48.705,44605,CSCO
2024-04-05,47.95,48.67,47.89,48.55,11525376.0,48.446,55729,CSCO
2024-04-08,48.19,48.66,48.16,48.24,8410940.0,48.426,37582,CSCO
2024-04-09,48.82,50.2,48.51,50.01,17273403.0,49.605,82804,CSCO
2024-04-10,49.77,49.77,48.81,49.21,11919302.0,49.095,57264,CSCO
2024-04-11,49.28,49.59,49.0,49.53,9142512.0,49.333,43693,CSCO
2024-04-12,49.14,49.23,48.44,48.49,9625133.0,48.784,45514,CSCO
2024-04-15,49.75,49.79,48.2,48.24,13220038.0,48.722,54321,CSCO
2024-04-16,48.51,48.51,47.84,47.92,9111059.0,48.089,44164,CSCO
2024-04-17,48.0,48.28,47.71,47.79,8635308.0,47.909,38202,CSCO
2024-04-18,48.29,48.41,47.88,48.11,8523696.0,48.092,40775,CSCO
2024-04-19,48.42,48.43,48.03,48.32,11812161.0,48.277,50435,CSCO
2024-04-22,48.48,48.59,48.0,48.14,9986559.0,48.266,44040,CSCO
2024-04-23,48.14,48.46,48.05,48.32,8419433.0,48.321,40361,CSCO
2024-04-24,47.97,48.38,47.92,48.35,9399854.0,48.158,41496,CSCO
2024-04-25,48.66,48.93,47.85,48.1,11026178.0,48.158,49929,CSCO
2024-04-26,47.72,48.28,47.61,47.86,8954182.0,47.939,41018,CSCO
2024-04-29,47.99,48.31,47.58,47.78,7565178.0,47.871,32423,CSCO
2024-04-30,47.61,47.69,46.97,46.98,11213421.0,47.162,46403,CSCO
2024-05-01,46.71,47.57,46.68,46.84,10039558.0,47.151,46907,CSCO
2024-05-02,47.03,47.12,46.6,46.79,10025358.0,46.786,42190,CSCO
2024-05-03,47.1,47.4,46.84,47.12,9446651.0,47.101,42270,CSCO
2024-05-06,47.21,47.44,46.97,47.11,7671182.0,47.141,34815,CSCO
2024-05-07,47.25,47.46,47.0,47.28,9197502.0,47.224,38880,CSCO
2024-05-08,47.44,48.14,47.25,48.0,10568701.0,47.907,44378,CSCO
2024-05-09,48.02,48.09,47.65,47.79,7535469.0,47.81,30909,CSCO
2024-05-10,48.0,48.1,47.7,48.06,8203927.0,47.929,35703,CSCO
2024-05-13,48.27,48.82,48.23,48.68,10091499.0,48.644,44320,CSCO
2024-05-14,48.98,49.18,48.35,48.95,11069225.0,48.693,50797,CSCO
2024-05-15,49.11,49.73,48.73,49.67,21927386.0,49.391,84544,CSCO
2024-05-16,50.08,50.11,48.16,48.34,33530953.0,48.685,135028,CSCO
2024-05-17,48.23,48.56,48.1,48.17,13656195.0,48.239,51927,CSCO
2024-05-20,48.0,48.07,47.01,47.13,15662288.0,47.347,61895,CSCO
2024-05-21,47.11,47.15,46.61,46.94,17957856.0,46.877,55738,CSCO
2024-05-22,47.08,47.84,47.03,47.43,14478837.0,47.445,56832,CSCO
2024-05-23,47.12,47.19,46.51,46.6,11494371.0,46.802,51614,CSCO
2024-05-24,46.63,46.8,46.38,46.42,7946791.0,46.571,33178,CSCO
2024-05-28,46.16,46.89,45.98,46.28,11905325.0,46.408,53193,CSCO
2024-05-29,45.9,46.33,45.85,46.08,10090871.0,46.114,44603,CSCO
2024-05-30,46.11,46.46,46.0,46.12,12078609.0,46.259,51572,CSCO
2024-05-31,46.21,46.57,46.01,46.5,14204244.0,46.295,61819,CSCO
2024-06-03,46.72,46.77,46.28,46.65,11939238.0,46.498,53904,CSCO
2024-06-04,46.65,47.6,46.51,47.42,13806783.0,47.115,64834,CSCO
2024-06-05,47.52,47.63,45.64,46.02,20949168.0,46.099,82937,CSCO
2024-06-06,45.94,46.39,45.78,46.23,10193608.0,46.17,46809,CSCO
2024-06-07,45.97,46.29,45.79,45.84,10633017.0,46.037,45573,CSCO
2024-06-10,45.72,45.86,45.27,45.85,9011355.0,45.653,40706,CSCO
2024-06-11,45.69,45.93,45.36,45.77,10555166.0,45.622,46960,CSCO
2024-06-12,45.95,46.08,45.39,45.62,11671927.0,45.608,50915,CSCO
2024-06-13,45.43,45.55,45.12,45.52,10073377.0,45.373,39257,CSCO
2024-06-14,45.31,45.71,44.98,45.68,9592470.0,45.454,41800,CSCO
2024-06-17,45.44,45.71,44.95,45.69,10223599.0,45.358,46307,CSCO
2024-06-18,45.5,45.99,45.5,45.97,10683061.0,45.787,46221,CSCO
2024-06-20,45.97,46.87,45.86,46.72,17035961.0,46.51,69688,CSCO
2024-06-21,47.1,47.84,47.05,47.29,25178071.0,47.39,81984,CSCO
2024-06-24,47.49,47.78,47.01,47.28,10861498.0,47.361,53795,CSCO
2024-06-25,47.27,47.82,46.99,47.38,8370566.0,47.478,42158,CSCO
2024-06-26,47.06,47.41,46.8,46.86,7748769.0,47.074,36760,CSCO
2024-06-27,46.78,47.51,46.77,47.45,10668435.0,47.209,45718,CSCO
2024-06-28,47.55,47.86,47.34,47.51,8568801.0,47.597,39958,CSCO
2024-07-01,47.5,47.84,47.35,47.52,7789079.0,47.572,36023,CSCO
2024-07-02,47.4,47.79,46.96,47.28,7338085.0,47.275,33606,CSCO
2024-07-03,47.15,47.52,47.04,47.09,5081566.0,47.272,24423,CSCO
2024-07-05,46.43,46.76,46.3,46.65,6474080.0,46.54,29979,CSCO
2024-07-08,46.34,46.78,45.95,46.06,11462933.0,46.191,45948,CSCO
2024-07-09,46.0,46.1,45.65,45.8,10106533.0,45.873,40930,CSCO
2024-07-10,46.04,46.29,45.83,46.27,10027071.0,46.015,45454,CSCO
2024-07-11,46.14,46.91,46.14,46.76,11867275.0,46.693,54513,CSCO
2024-07-12,46.76,47.86,46.65,47.38,14540954.0,47.452,59033,CSCO
2024-07-15,47.46,47.49,46.78,47.4,10564752.0,47.261,47003,CSCO
2024-07-16,47.45,47.97,47.21,47.42,9328296.0,47.519,40994,CSCO
2024-07-17,47.46,48.74,47.35,48.52,17155841.0,48.256,84862,CSCO
2024-07-18,48.16,48.64,47.98,48.04,10597102.0,48.3,50807,CSCO
2024-07-19,48.09,48.1,47.14,47.32,10830644.0,47.431,46863,CSCO
2024-07-22,47.32,47.38,46.77,46.82,10215270.0,46.963,47024,CSCO
2024-07-23,46.75,46.78,46.34,46.36,10123967.0,46.565,45859,CSCO
2024-07-24,46.5,47.04,46.24,46.85,15247355.0,46.769,63984,CSCO
2024-07-25,47.37,48.19,47.06,47.24,12493976.0,47.655,62795,CSCO
2024-07-26,47.36,48.01,47.24,47.88,8253419.0,47.747,41810,CSCO
2024-07-29,47.73,48.21,47.44,47.99,7348227.0,47.936,35190,CSCO
2024-07-30,48.19,48.55,47.89,48.14,10936704.0,48.166,51886,CSCO
2024-07-31,48.4,48.77,48.24,48.45,9930014.0,48.544,48008,CSCO
2024-08-01,48.62,48.72,47.2,47.39,9454473.0,47.682,51950,CSCO
2024-08-02,47.68,47.75,46.35,46.66,12127345.0,46.759,62188,CSCO
2024-08-05,46.58,46.68,44.69,44.74,18801171.0,45.105,85696,CSCO
2024-08-06,44.75,45.74,44.64,45.16,10867336.0,45.394,57871,CSCO
2024-08-07,45.42,46.21,45.09,45.12,10111103.0,45.6,51556,CSCO
2024-08-08,45.26,46.27,45.26,45.83,8691663.0,45.913,46890,CSCO
2024-08-09,45.7,46.06,45.24,45.47,14095610.0,45.581,68602,CSCO
2024-08-12,45.65,45.74,44.5,44.86,13824585.0,45.09,70588,CSCO
2024-08-13,44.98,45.39,44.89,45.37,15044794.0,45.197,68304,CSCO
2024-08-14,45.14,45.74,45.04,45.44,19463845.0,45.457,85915,CSCO
2024-08-15,48.75,50.28,48.16,48.53,33220002.0,49.001,136864,CSCO
2024-08-16,48.56,49.73,48.5,49.46,19228208.0,49.402,76303,CSCO
2024-08-19,49.33,49.99,49.3,49.98,11016863.0,49.631,46569,CSCO
2024-08-20,49.98,50.37,49.59,50.24,10665053.0,50.101,47469,CSCO
2024-08-21,50.28,50.55,50.03,50.45,8397390.0,50.351,40509,CSCO
2024-08-22,50.69,50.93,50.18,50.22,9237901.0,50.478,45302,CSCO
2024-08-23,50.5,50.77,50.32,50.74,7036166.0,50.591,34857,CSCO
2024-08-26,50.79,51.02,50.72,50.79,6843620.0,50.847,31559,CSCO
2024-08-27,50.7,50.84,50.4,50.71,5977901.0,50.679,27720,CSCO
2024-08-28,50.35,50.57,49.41,49.85,8963599.0,49.855,43912,CSCO
2024-08-29,50.06,50.82,49.88,50.39,9819706.0,50.359,50580,CSCO
2024-08-30,50.55,50.69,50.07,50.54,6638660.0,50.416,34638,CSCO
2024-09-03,50.21,50.5,49.9,50.06,8526557.0,50.148,43516,CSCO
2024-09-04,49.92,50.04,49.67,49.75,3917341.0,49.8,18691,CSCO
2024-01-02,58.8,59.88,58.67,59.82,9458558.0,59.559,47805,KO
2024-01-03,59.93,60.2,59.76,59.96,8710586.0,59.959,44037,KO
2024-01-04,60.03,60.26,59.66,59.76,7363575.0,59.96,36114,KO
2024-01-05,59.8,59.95,59.09,59.67,7144462.0,59.565,35305,KO
2024-01-08,59.68,60.18,59.42,60.11,6091481.0,59.848,29728,KO
2024-01-09,59.99,60.14,59.62,60.0,6405752.0,59.919,31259,KO
2024-01-10,60.22,60.41,59.98,60.2,7849362.0,60.189,38051,KO
2024-01-11,60.25,60.26,59.69,59.81,7995784.0,59.864,37410,KO
2024-01-12,60.08,60.46,59.87,60.39,8223795.0,60.21,38336,KO
2024-01-16,60.39,60.43,59.85,59.99,7976691.0,60.088,40387,KO
2024-01-17,59.86,60.21,59.82,59.99,5614261.0,59.985,29116,KO
2024-01-18,59.69,60.23,59.52,60.16,6156944.0,59.909,30627,KO
2024-01-19,60.26,60.28,59.64,59.83,8345820.0,59.91,37620,KO
2024-01-22,59.76,60.07,59.44,59.57,7653638.0,59.709,39153,KO
2024-01-23,59.53,60.0,59.46,59.85,8815409.0,59.795,40849,KO
2024-01-24,59.8,59.81,58.89,58.91,10448284.0,59.327,46272,KO
2024-01-25,59.01,59.17,58.66,59.16,9038124.0,58.941,40958,KO
2024-01-26,59.22,59.49,59.12,59.37,8905393.0,59.327,34408,KO
2024-01-29,59.34,59.79,59.17,59.73,10152816.0,59.48,31896,KO
2024-01-30,59.85,60.02,59.44,59.9,13210714.0,59.778,42234,KO
2024-01-31,60.1,60.45,59.29,59.49,14927315.0,59.751,62525,KO
2024-02-01,59.57,61.01,59.36,60.98,10635900.0,60.488,48690,KO
2024-02-02,60.82,60.87,60.23,60.54,9979469.0,60.558,48450,KO
2024-02-05,60.38,60.38,59.88,60.04,7442697.0,60.115,34071,KO
2024-02-06,59.96,60.05,59.68,59.94,8325022.0,59.863,36630,KO
2024-02-07,60.07,60.21,59.94,59.99,6389564.0,60.063,31305,KO
2024-02-08,59.89,59.97,59.41,59.83,8400330.0,59.688,44441,KO
2024-02-09,59.47,59.58,59.03,59.56,9737824.0,59.335,46979,KO
2024-02-12,59.66,59.76,58.96,59.7,9390671.0,59.454,44310,KO
2024-02-13,59.5,60.66,58.79,59.35,17727255.0,59.423,84645,KO
2024-02-14,59.17,59.59,59.03,59.29,11147607.0,59.252,51672,KO
2024-02-15,59.42,59.59,59.13,59.4,9394037.0,59.399,37354,KO
2024-02-16,59.35,59.62,58.95,59.39,8225747.0,59.404,36538,KO
2024-02-20,59.6,60.84,59.51,60.7,12385239.0,60.494,60474,KO
2024-02-21,60.99,61.28,60.83,61.24,10236252.0,61.073,39724,KO
2024-02-22,60.99,61.25,60.5,61.15,7325998.0,60.953,35761,KO
2024-02-23,61.09,61.62,61.0,61.2,7144274.0,61.288,35553,KO
2024-02-26,61.24,61.27,60.66,60.71,6177989.0,60.934,29997,KO
2024-02-27,60.54,60.78,60.12,60.34,6344420.0,60.387,30721,KO
2024-02-28,60.37,60.49,60.06,60.4,5243289.0,60.265,24330,KO
2024-02-29,60.35,60.64,59.9,60.02,8068004.0,60.1,33973,KO
2024-03-01,59.9,59.9,59.34,59.53,7235201.0,59.609,36609,KO
2024-03-04,59.23,59.95,59.22,59.81,6887003.0,59.719,32918,KO
2024-03-05,59.91,60.11,59.42,59.52,7364222.0,59.678,35647,KO
2024-03-06,59.52,60.0,59.38,59.55,7167955.0,59.659,35073,KO
2024-03-07,59.69,59.77,59.24,59.44,7043858.0,59.409,33464,KO
2024-03-08,59.3,59.79,58.97,59.52,7622759.0,59.411,36245,KO
2024-03-11,59.78,60.29,59.57,60.24,8346801.0,60.029,41457,KO
2024-03-12,60.32,60.75,60.21,60.5,8380774.0,60.565,40095,KO
2024-03-13,60.88,61.21,60.8,61.12,9003475.0,61.062,40616,KO
2024-03-14,60.58,60.8,60.4,60.5,8525586.0,60.567,44224,KO
2024-03-15,60.02,60.45,59.64,59.88,13646763.0,59.996,46858,KO
2024-03-18,59.89,60.4,59.8,60.13,7980327.0,60.144,39678,KO
2024-03-19,60.24,60.35,60.06,60.23,8006024.0,60.225,41458,KO
2024-03-20,60.18,60.81,60.15,60.75,6617900.0,60.538,31845,KO
2024-03-21,60.56,60.99,60.32,60.47,7021451.0,60.676,36120,KO
2024-03-22,60.52,60.79,60.43,60.49,5213615.0,60.577,22641,KO
2024-03-25,60.48,60.71,60.12,60.4,7460475.0,60.378,36060,KO
2024-03-26,60.5,60.71,60.38,60.54,5902056.0,60.567,27579,KO
2024-03-27,60.79,61.43,60.7,61.03,6666249.0,60.996,31043,KO
2024-03-28,61.14,61.26,60.99,61.18,7452350.0,61.14,32023,KO
2024-04-01,61.2,61.3,60.63,60.68,7386967.0,60.802,30820,KO
2024-04-02,60.45,60.73,60.11,60.15,8001235.0,60.384,36823,KO
2024-04-03,60.05,60.39,59.78,59.83,9018404.0,60.043,39927,KO
2024-04-04,60.09,60.15,59.17,59.3,8545489.0,59.571,39868,KO
2024-04-05,59.25,59.68,58.91,59.51,6840558.0,59.4,33770,KO
2024-04-08,59.4,59.47,59.07,59.27,6289707.0,59.265,29943,KO
2024-04-09,59.48,59.74,59.13,59.72,6718951.0,59.469,30067,KO
2024-04-10,59.32,59.39,58.69,58.92,8331826.0,58.917,38860,KO
2024-04-11,59.15,59.37,58.78,59.05,6126103.0,59.08,29610,KO
2024-04-12,58.95,59.01,58.13,58.28,7733973.0,58.464,37260,KO
2024-04-15,58.61,58.81,58.04,58.14,7540855.0,58.397,38932,KO
2024-04-16,58.25,58.38,57.93,58.06,7364604.0,58.154,37100,KO
2024-04-17,58.28,58.56,58.1,58.51,9840234.0,58.354,42958,KO
2024-04-18,58.62,58.98,58.54,58.91,7883699.0,58.798,31976,KO
2024-04-19,59.1,60.36,58.99,60.17,13759096.0,59.772,53062,KO
2024-04-22,60.14,60.63,59.71,60.55,9222513.0,60.311,41087,KO
2024-04-23,60.53,60.68,60.13,60.64,9676436.0,60.438,32839,KO
2024-04-24,60.32,61.65,59.84,61.55,14766769.0,61.234,54339,KO
2024-04-25,61.87,62.59,61.37,61.74,13774890.0,61.857,63662,KO
2024-04-26,61.55,61.93,61.35,61.74,6720208.0,61.786,32751,KO
2024-04-29,61.9,62.05,61.53,62.04,8509686.0,61.83,44821,KO
2024-04-30,62.14,62.83,61.46,61.77,11914279.0,61.922,60734,KO
2024-05-01,61.8,62.57,61.21,61.93,10982015.0,61.983,56710,KO
2024-05-02,62.18,62.4,61.72,61.99,7290421.0,62.147,36066,KO
2024-05-03,61.99,62.33,61.64,62.17,6933851.0,62.035,34195,KO
2024-05-06,62.3,62.38,61.89,62.35,5383806.0,62.129,26569,KO
2024-05-07,62.76,62.82,62.25,62.62,5877889.0,62.464,27040,KO
2024-05-08,62.85,62.97,62.48,62.85,6272860.0,62.78,30116,KO
2024-05-09,62.81,63.15,62.75,62.88,5420104.0,62.949,25927,KO
2024-05-10,62.92,63.36,62.79,63.26,4965921.0,63.241,21168,KO
2024-05-13,63.24,63.62,63.18,63.58,6769452.0,63.506,29760,KO
2024-05-14,63.58,63.76,62.8,63.1,7167886.0,63.072,35644,KO
2024-05-15,63.06,63.4,63.0,63.13,5700958.0,63.169,26282,KO
2024-05-16,63.24,63.73,63.07,63.32,5415839.0,63.425,25624,KO
2024-05-17,63.34,63.37,62.93,63.03,6346049.0,63.139,29187,KO
2024-05-20,62.93,63.01,62.46,62.57,5605715.0,62.722,25657,KO
2024-05-21,62.82,62.98,62.44,62.91,4808610.0,62.693,23972,KO
2024-05-22,62.71,63.02,62.66,63.0,4363409.0,62.852,21630,KO
2024-05-23,62.49,62.88,62.05,62.09,6062150.0,62.394,30119,KO
2024-05-24,62.22,62.42,61.97,62.0,4410214.0,62.141,21786,KO
2024-05-28,61.8,62.13,61.4,61.82,7465364.0,61.723,37447,KO
2024-05-29,61.47,61.88,61.07,61.7,7192824.0,61.574,35428,KO
2024-05-30,61.85,62.08,61.6,61.97,5302414.0,61.898,27364,KO
2024-05-31,61.99,63.03,61.69,62.93,7784619.0,62.444,37249,KO
2024-06-03,62.71,63.09,62.44,62.93,5838621.0,62.768,28837,KO
2024-06-04,63.2,63.97,62.94,63.94,6937205.0,63.66,30347,KO
2024-06-05,63.99,64.07,63.35,63.92,5603078.0,63.705,27578,KO
2024-06-06,63.92,64.36,63.84,64.15,5022070.0,64.098,22304,KO
2024-06-07,64.09,64.23,63.81,63.91,5297024.0,64.018,23163,KO
2024-06-10,63.94,63.99,63.36,63.59,6633483.0,63.67,33085,KO
2024-06-11,63.59,63.65,63.07,63.55,4757891.0,63.449,23445,KO
2024-06-12,63.69,63.69,62.68,62.88,5651360.0,62.985,28094,KO
2024-06-13,62.86,63.04,62.45,62.99,5918926.0,62.785,24280,KO
2024-06-14,62.38,62.69,62.09,62.55,4698255.0,62.406,21740,KO
2024-06-17,62.37,62.9,62.18,62.62,5952601.0,62.563,30202,KO
2024-06-18,62.53,62.82,62.44,62.63,5174780.0,62.595,24233,KO
2024-06-20,62.4,62.74,61.94,62.18,7603675.0,62.219,37262,KO
2024-06-21,62.18,63.1,62.18,62.77,10216186.0,62.613,32452,KO
2024-06-24,62.99,64.06,62.91,63.97,6940063.0,63.749,35282,KO
2024-06-25,63.94,64.07,63.51,63.84,4937797.0,63.775,23949,KO
2024-06-26,63.4,64.11,63.23,64.05,5406012.0,63.848,26789,KO
2024-06-27,64.05,64.27,63.62,63.91,4918846.0,63.901,22588,KO
2024-06-28,63.9,64.06,63.52,63.65,5509702.0,63.72,26602,KO
2024-07-01,64.03,64.3,63.12,63.28,6401358.0,63.57,28672,KO
2024-07-02,63.26,63.38,62.85,63.15,4859260.0,63.067,22066,KO
2024-07-03,63.19,63.67,62.93,63.33,6816138.0,63.404,21626,KO
2024-07-05,63.33,63.79,62.99,63.76,5444906.0,63.36,26129,KO
2024-07-08,63.59,63.59,62.84,62.96,7112998.0,63.055,31209,KO
2024-07-09,63.06,63.23,62.59,62.69,7696272.0,62.796,37268,KO
2024-07-10,62.72,62.86,62.28,62.83,7834348.0,62.584,36175,KO
2024-07-11,62.64,63.46,62.39,63.1,6492875.0,63.095,32944,KO
2024-07-12,63.46,64.12,63.38,63.7,5401492.0,63.773,27437,KO
2024-07-15,63.79,63.94,63.35,63.41,4727565.0,63.65,24909,KO
2024-07-16,63.43,64.31,63.39,64.27,4970104.0,64.039,25853,KO
2024-07-17,64.47,65.39,64.4,65.21,8011397.0,65.064,38918,KO
2024-07-18,64.8,65.81,64.72,65.19,6715813.0,65.413,34962,KO
2024-07-19,65.64,65.64,64.82,65.29,8613150.0,65.238,36291,KO
2024-07-22,65.25,65.29,64.31,64.77,7983737.0,64.696,35683,KO
2024-07-23,65.43,66.04,64.84,64.96,7824128.0,65.328,37344,KO
2024-07-24,65.09,65.97,64.83,65.81,8635370.0,65.516,44873,KO
2024-07-25,66.04,66.89,65.86,66.07,11611676.0,66.292,54226,KO
2024-07-26,66.16,67.11,66.01,67.05,9518338.0,66.794,42320,KO
2024-07-29,66.88,67.03,66.39,66.83,7772337.0,66.732,38624,KO
2024-07-30,66.48,67.83,66.36,67.68,8602256.0,67.391,44182,KO
2024-07-31,67.5,67.61,66.61,66.74,7800750.0,66.999,41057,KO
2024-08-01,67.0,68.11,66.7,67.96,9967812.0,67.585,47669,KO
2024-08-02,68.53,69.67,67.69,69.33,15394933.0,68.806,76952,KO
2024-08-05,68.99,69.55,67.73,68.1,17041832.0,68.456,89291,KO
2024-08-06,68.15,68.84,67.77,68.05,7745504.0,68.466,44472,KO
2024-08-07,68.05,69.18,67.83,68.46,8755912.0,68.58,44643,KO
2024-08-08,68.0,68.87,67.85,68.73,7298358.0,68.605,37893,KO
2024-08-09,68.7,68.79,68.24,68.68,5256646.0,68.568,29676,KO
2024-08-12,68.45,68.54,67.83,68.17,5717095.0,68.17,31044,KO
2024-08-13,68.08,68.61,68.01,68.46,5760622.0,68.336,30951,KO
2024-08-14,68.23,68.89,68.13,68.58,9272048.0,68.631,39805,KO
2024-08-15,68.62,68.92,68.5,68.65,5826958.0,68.683,30415,KO
2024-08-16,68.84,69.3,68.64,69.18,7422529.0,69.006,36483,KO
2024-08-19,69.35,69.42,68.84,68.98,6284030.0,69.029,31608,KO
2024-08-20,68.99,69.39,68.76,69.38,6043979.0,69.177,28496,KO
2024-08-21,69.48,70.13,69.33,69.57,5289856.0,69.63,27218,KO
2024-08-22,69.92,69.92,68.79,69.33,6777916.0,69.28,33036,KO
2024-08-23,69.4,69.85,68.93,69.79,6481571.0,69.418,30508,KO
2024-08-26,69.83,70.92,69.73,70.84,8749505.0,70.665,36835,KO
2024-08-27,71.28,71.53,71.05,71.5,10431363.0,71.387,43926,KO
2024-08-28,71.61,71.81,71.29,71.75,8535895.0,71.558,37794,KO
2024-08-29,71.9,72.22,71.23,72.05,12703063.0,71.744,52156,KO
2024-08-30,72.2,72.57,71.78,72.47,8616985.0,72.156,40537,KO
2024-09-03,72.44,73.29,72.24,73.01,8811087.0,72.889,44786,KO
2024-09-04,73.28,73.53,72.5,72.52,5273670.0,73.009,25596,KO
2024-01-02,90.1,91.48,89.73,90.71,6280749.0,90.613,32217,DIS
2024-01-03,90.23,92.08,90.0,91.65,7284910.0,91.112,37933,DIS
2024-01-04,91.94,91.94,90.0,90.56,7814029.0,90.532,38778,DIS
2024-01-05,90.4,91.32,90.35,90.9,5325119.0,90.792,27017,DIS
2024-01-08,91.55,91.94,91.0,91.55,6533473.0,91.394,33508,DIS
2024-01-09,91.05,91.1,89.6,89.67,8006828.0,90.14,39078,DIS
2024-01-10,89.82,89.82,88.88,89.29,6932038.0,89.275,37524,DIS
2024-01-11,89.39,89.78,88.68,89.45,6838512.0,89.184,37793,DIS
2024-01-12,89.65,90.83,89.65,90.35,7603850.0,90.333,40041,DIS
2024-01-16,90.29,93.09,89.45,93.05,11127156.0,91.666,57223,DIS
2024-01-17,92.58,93.76,90.1,90.34,11061348.0,91.179,61031,DIS
2024-01-18,90.66,92.51,90.4,92.21,8387784.0,91.669,42612,DIS
2024-01-19,92.32,93.58,91.63,93.06,9627605.0,92.568,43632,DIS
2024-01-22,92.87,95.23,92.87,95.08,10049554.0,94.483,51895,DIS
2024-01-23,95.36,95.89,93.17,93.77,8296477.0,93.877,44181,DIS
2024-01-24,94.42,95.25,93.25,93.5,7404293.0,93.781,39423,DIS
2024-01-25,94.02,94.94,93.75,94.86,6160074.0,94.366,37098,DIS
2024-01-26,95.0,95.53,94.7,95.36,5186186.0,95.273,29394,DIS
2024-01-29,95.42,97.5,95.0,97.49,8601479.0,96.482,45627,DIS
2024-01-30,96.52,97.54,96.01,96.94,6205898.0,96.945,37078,DIS
2024-01-31,96.42,97.57,95.81,96.05,5851835.0,96.509,32393,DIS
2024-02-01,96.37,97.93,95.9,97.06,5773437.0,96.702,31397,DIS
2024-02-02,96.28,97.41,95.82,97.13,6163983.0,96.755,33718,DIS
2024-02-05,96.7,97.37,96.49,96.65,7018003.0,96.886,42193,DIS
2024-02-06,96.92,99.32,96.79,99.29,10576619.0,98.242,47541,DIS
2024-02-07,97.39,99.28,96.64,99.14,16348568.0,98.555,77689,DIS
2024-02-08,107.08,112.77,106.8,110.54,44207458.0,109.919,199528,DIS
2024-02-09,109.6,110.15,107.69,108.39,14527855.0,108.456,75566,DIS
2024-02-12,107.88,111.06,107.83,109.29,8750516.0,109.878,46654,DIS
2024-02-13,108.28,110.65,108.21,110.46,9657548.0,109.824,50453,DIS
2024-02-14,110.58,111.68,109.67,111.56,7797839.0,110.874,40817,DIS
2024-02-15,111.08,112.92,111.08,112.45,6716345.0,112.202,36428,DIS
2024-02-16,112.02,112.56,111.16,111.6,5441656.0,111.899,32257,DIS
2024-02-20,110.85,111.13,109.35,109.44,4992689.0,110.008,27851,DIS
2024-02-21,108.48,109.22,107.23,107.67,6617390.0,107.949,34399,DIS
2024-02-22,107.99,108.49,107.4,107.64,6185961.0,107.899,33302,DIS
2024-02-23,107.57,108.0,105.83,107.74,7444852.0,106.878,42228,DIS
2024-02-26,107.52,108.76,107.38,107.68,4826727.0,108.043,26549,DIS
2024-02-27,107.78,109.58,107.76,109.42,5074112.0,108.656,28983,DIS
2024-02-28,108.78,111.04,108.66,110.8,7309959.0,110.523,38856,DIS
2024-02-29,111.14,112.75,110.97,111.58,6452210.0,111.546,36851,DIS
2024-03-01,111.44,112.15,111.03,111.95,4641324.0,111.766,30165,DIS
2024-03-04,112.67,114.13,111.8,113.69,6921221.0,113.304,37168,DIS
2024-03-05,113.61,115.19,112.27,112.87,10619213.0,113.559,58964,DIS
2024-03-06,113.08,113.3,109.25,110.06,10338148.0,110.609,53036,DIS
2024-03-07,110.65,111.08,109.2,110.18,5366522.0,110.005,30778,DIS
2024-03-08,110.18,111.31,109.34,110.32,7321919.0,110.672,28567,DIS
2024-03-11,110.09,112.91,110.01,112.31,5750129.0,112.049,31947,DIS
2024-03-12,112.52,112.95,111.64,112.46,4381545.0,112.241,26495,DIS
2024-03-13,112.74,114.13,112.43,112.5,4788950.0,113.067,28425,DIS
2024-03-14,111.74,112.35,109.51,112.06,6218805.0,110.935,34633,DIS
2024-03-15,111.6,112.96,111.4,111.95,6924778.0,112.162,36767,DIS
2024-03-18,112.25,114.43,112.25,113.85,8422069.0,113.756,43673,DIS
2024-03-19,113.41,115.17,113.24,114.51,7545171.0,114.497,41637,DIS
2024-03-20,114.61,116.51,114.36,116.46,7106884.0,115.441,34342,DIS
2024-03-21,116.99,117.36,115.86,116.7,6181847.0,116.755,34058,DIS
2024-03-22,116.92,117.66,115.84,115.87,3846442.0,116.303,22463,DIS
2024-03-25,116.97,119.41,116.87,119.36,7829914.0,118.654,39092,DIS
2024-03-26,119.63,120.4,118.19,119.93,7209123.0,119.443,39766,DIS
2024-03-27,120.96,122.03,120.02,120.98,6211380.0,120.868,31651,DIS
2024-03-28,121.16,123.74,121.16,122.36,8780182.0,122.567,46754,DIS
2024-04-01,122.06,122.4,120.78,121.53,5374224.0,121.466,29619,DIS
2024-04-02,120.22,123.53,120.16,122.82,11086757.0,121.864,51265,DIS
2024-04-03,122.27,123.7,118.38,118.98,16604027.0,120.444,71507,DIS
2024-04-04,119.17,120.19,116.96,117.09,9945116.0,118.914,43644,DIS
2024-04-05,116.6,118.86,116.3,118.38,6419113.0,118.2,31351,DIS
2024-04-08,118.02,118.52,116.82,117.35,3675263.0,117.468,21282,DIS
2024-04-09,117.38,118.51,116.89,117.97,5040721.0,117.896,22599,DIS
2024-04-10,116.6,117.56,116.37,117.19,4005131.0,117.086,21988,DIS
2024-04-11,117.6,118.28,116.37,117.15,4246300.0,117.362,22072,DIS
2024-04-12,116.39,116.7,113.73,114.01,7140514.0,114.466,37648,DIS
2024-04-15,114.88,115.55,112.77,112.95,5340885.0,113.774,30786,DIS
2024-04-16,112.82,114.5,112.52,113.88,4231012.0,113.802,24241,DIS
2024-04-17,114.0,114.21,112.89,112.94,4242900.0,113.495,23808,DIS
2024-04-18,113.18,114.25,112.19,112.43,4451631.0,113.033,23792,DIS
